"";"baseMean";"log2FoldChange";"lfcSE";"pvalue";"padj"
"Tmem14a";17,1778608333707;-0,00203908504324867;0,0314373661294695;0,470302834021442;0,939729818546859
"Rab3gap2";1788,97600503983;0,00960446083402894;0,0296739770725174;0,470092087082416;0,939729818546859
"Plcb1";24,6824120504187;-0,00189286295259855;0,0314418311534012;0,470021820215366;0,939729818546859
"Ddx3x";8760,75361455215;0,00474607901325262;0,0312586528899641;0,470551036190493;0,939729818546859
"Mef2d";4458,64564998799;0,00732906529544341;0,0306595491552897;0,470686318047913;0,939729818546859
"P3h1";222,47094538298;-0,00412822941729426;0,0313239441447695;0,470037509627734;0,939729818546859
"Khk";635,181391889753;-0,00381448213481513;0,0313459317263047;0,469526771518258;0,939729818546859
"X9530062K07Rik";11,2249203695995;0,00154872677216461;0,0314513314782563;0,470366476713808;0,939729818546859
"Fyn";734,75390463756;-0,00468876441213353;0,031240695336061;0,470524932415368;0,939729818546859
"Slc29a3";5822,85806228417;0,00389494720556791;0,0310481663738548;0,470477085727981;0,939729818546859
"Phf11a";49,9193202669186;0,00319427349017712;0,0313894239476716;0,47003813727769;0,939729818546859
"Il18";263,255852964686;0,00356763966296863;0,0313651249736364;0,470443170986986;0,939729818546859
"Chordc1";722,999961601712;-0,00568870346821042;0,0311399977383929;0,470906903369711;0,939729818546859
"Rapgefl1";35,0744877808989;0,00291932881685038;0,0314028066451653;0,470853057155872;0,939729818546859
"Eif1";2857,96217937043;-0,00648456500175533;0,0309843499407325;0,470436123941576;0,939729818546859
"Lyrm9";271,083289036274;0,00626417255037213;0,0310199380581058;0,47069542073885;0,939729818546859
"Znhit3";82,2987400270399;-0,00305645185560464;0,031393262422547;0,470815080840595;0,939729818546859
"Mink1";2497,5108430697;0,00735421882105883;0,0303280697818185;0,470063014375487;0,939729818546859
"Trim23";420,539129925106;-0,00524158502697503;0,0311905563298243;0,470520865493157;0,939729818546859
"Cdc14b";157,338703323154;0,00481941253053049;0,0312396090066363;0,470490100068336;0,939729818546859
"Jdp2";179,056712456305;-0,00311286069390338;0,0313910952196662;0,470278870178897;0,939729818546859
"Gm17271";8,60312869435021;-0,00122173723847373;0,0314572214248166;0,47074506036235;0,939729818546859
"Lrp5";3867,03349847474;-0,00597728970459548;0,0310742785890438;0,469790513045047;0,939729818546859
"Blcap";446,665225605556;-0,0068806617890937;0,030853765599594;0,47122077164397;0,939838688657029
"Cryz";219,129407662177;-0,00580348821082782;0,0310969140733099;0,471208037393041;0,939838688657029
"Gm26387";13,3686705006794;-0,00147524141815224;0,0314520520647277;0,471266483132153;0,939838688657029
"Csnk1g2";1640,91443326385;-0,00743848136514561;0,0309905316038778;0,471333643004618;0,939838688657029
"Zfp598";1465,98067411987;-0,00638112556626733;0,0309918039825861;0,47122676023438;0,939838688657029
"Kpnb1";4723,04947267835;-0,0062757194912112;0,0283677018635312;0,471665380489413;0,940351664939102
"Ralgps2";537,809458905338;0,00408293552602257;0,0313236698607168;0,471815146005989;0,940501299370646
"Cyp4f13";938,27965104373;-0,0066942319647689;0,0309180317182028;0,471889413235628;0,940501299370646
"Armcx6";46,7383069843036;-0,00277495095448937;0,0314067032463935;0,472008651621818;0,940521172989517
"Mpp2";19,9492010911403;0,0022322874635546;0,0314308960190755;0,472048366326198;0,940521172989517
"Slc2a1";2657,10237973801;0,00431409780337608;0,0313049143479446;0,472126255556133;0,94052432553711
"Orc3";628,278351052435;0,00530995909589586;0,0311942027525995;0,472198930744475;0,94052432553711
"Czib";836,613679880025;-0,00718920759982379;0,0307669398515591;0,472296316098104;0,940569919093794
"Gimap5";14,9720382846077;-0,00123052244118866;0,0314568727794082;0,47237575371149;0,940579761293372
"Gm2004";73,9271224308028;0,00206657046719998;0,0314365289055543;0,472830552675016;0,940863466495649
"Rpl21";6157,38277753299;0,00485607066248189;0,0313432957958921;0,472804317300335;0,940863466495649
"Eif4e3";253,001602582145;0,00590501931726836;0,0310906226539232;0,472890825152969;0,940863466495649
"Zfp523";509,219442561611;-0,00657110333560309;0,0309489702797697;0,472765520501975;0,940863466495649
"Mrpl16";241,88083618972;0,00489201453623088;0,0312339728961385;0,472838925800446;0,940863466495649
"Ccnt2";1994,53474956357;0,00460353241336211;0,0312774136972143;0,47323375174288;0,940952653465449
"Slc9a6";407,452239135778;-0,00617939789938974;0,0310155798003678;0,473174373162769;0,940952653465449
"Spsb1";1598,36414225234;-0,00809341913457236;0,0304043836536223;0,473196424189347;0,940952653465449
"Robo2";31,0547196648789;-0,00112221956989271;0,0314584727224027;0,473177153000422;0,940952653465449
"Cdnf";16,6288169467255;-0,0017488686916959;0,0314437065167257;0,474824070975732;0,941145536556629
"Ssrp1";1360,48247638884;-0,00605102031149381;0,0307237597914852;0,474484642028006;0,941145536556629
"Mid1";591,687412774034;-0,00107235266712848;0,0314585374939148;0,474769136214364;0,941145536556629
"Siglece";569,468028884636;-0,00241921846626529;0,0314205153550818;0,474702888630086;0,941145536556629
"Prr14";743,991787848349;0,00594610446862089;0,0310643334169825;0,473686786293438;0,941145536556629
"Flt3l";59,1865853845668;0,00309935951224823;0,031387823515676;0,474569623661986;0,941145536556629
"Gm3854";10,8677691023353;-0,00148480118782977;0,0314509918275121;0,474433715295576;0,941145536556629
"Hspb6";54,8719834059125;0,00304964868355026;0,0313913613827064;0,474283636625227;0,941145536556629
"X9430038I01Rik";98,0062487918093;0,00375317452372065;0,0313424406209653;0,474821684929739;0,941145536556629
"Dus2";178,146264095062;-0,00414307361457625;0,0313087062414784;0,473810653414091;0,941145536556629
"Mphosph6";121,266918904898;0,00457573135790702;0,031393469606417;0,474896104340431;0,941145536556629
"Cyba";5694,43906738011;0,00324068105812232;0,0312763504556374;0,473977785435695;0,941145536556629
"Arhgap22";1916,26264093263;0,00516977721353712;0,031195041942685;0,474093788169152;0,941145536556629
"Tipin";82,1845108648244;0,00369202747684151;0,031350064541771;0,473525164477181;0,941145536556629
"Rnf135";396,601020938336;-0,00475691077232251;0,031232092915873;0,47423830405803;0,941145536556629
"Mrpl27";154,482214375767;-0,00453877705198711;0,0312680598443445;0,473599364221419;0,941145536556629
"Arhgap5";8133,25715228917;0,00343454988877861;0,0313695573585963;0,473601250275722;0,941145536556629
"Rhebl1";35,673418725652;0,00247163016085416;0,0314197241715276;0,474481017475656;0,941145536556629
"H2.DMb1";1222,24644365498;-0,00684211269025693;0,0307999802079915;0,474605801123431;0,941145536556629
"Elp2";1027,89252518023;-0,00860791271089792;0,0302036893979224;0,474709440908694;0,941145536556629
"Rom1";39,6814685827715;-0,00242045887425808;0,0314198229547602;0,474605852910805;0,941145536556629
"Mars2";182,284081804254;-0,00423971416968913;0,0312916426852853;0,477006015016591;0,941308220604152
"Kctd3";461,661115354078;0,00727774554935446;0,0306428319035817;0,477716096471635;0,941308220604152
"Actr1b";1590,89854431183;-0,00649261905921614;0,0309485258644874;0,475136097601325;0,941308220604152
"Stk11ip";1968,40144084789;-0,00561149320097599;0,0310691963712336;0,476438450672482;0,941308220604152
"Mtln";216,25995370492;-0,00308019051671255;0,0313834413151538;0,476761969123569;0,941308220604152
"Dynlt3";647,487461943314;0,00349519432141502;0,0313757884327808;0,476266394548433;0,941308220604152
"Nudc";610,019370650216;-0,00441144013162821;0,0310571716211909;0,477811213832727;0,941308220604152
"Runx3";71,2527514622345;0,00195775785758591;0,031437601449315;0,476756014782221;0,941308220604152
"Tesk2";109,628825307915;0,00388588864579842;0,0313288122777641;0,476151956755808;0,941308220604152
"Acox3";5577,78199876678;0,00895754416801529;0,02987433074428;0,47749943134254;0,941308220604152
"Tbc1d14";2947,09984112242;0,00754095502753323;0,0304664650405738;0,476572790255701;0,941308220604152
"Trpv4";248,229249824669;0,004075567588351;0,0313136988396551;0,475477639221859;0,941308220604152
"Chsy1";1815,21182839251;-0,00469646559877729;0,0312345484107294;0,477426994663885;0,941308220604152
"Stx1b";16,8832511967572;0,00180976579041039;0,0314426541848109;0,475365505827037;0,941308220604152
"Rpl28";4591,42074904509;0,0036737208290727;0,030955850492324;0,475574020256777;0,941308220604152
"Plekhb1";23,1823013142382;0,00147589549678599;0,0314508313779575;0,477770176731093;0,941308220604152
"Cd22";1178,74890654619;0,00442038561240532;0,0312761562797263;0,476862608333548;0,941308220604152
"Rrp1";2060,04897297194;-0,00547336960028746;0,0304682840667815;0,475860031692126;0,941308220604152
"Gpt2";330,752910934313;-0,00546589437910853;0,0311299584639006;0,476262753888648;0,941308220604152
"Map2k7";477,976413509197;-0,00765840528918372;0,0304719204244523;0,475555225254894;0,941308220604152
"Wapl";2003,13392273112;0,00626487948608624;0,0309637105109085;0,476119281699892;0,941308220604152
"Samd4";194,476649600229;-0,00372181162174641;0,0313445966683372;0,477625794621896;0,941308220604152
"Snord49a";27,0921015412656;-0,0017690262066057;0,0314425743887677;0,476345849917927;0,941308220604152
"Gm11423";44,0929708245845;-0,00276483839590498;0,0314030617415841;0,475578979393267;0,941308220604152
"Mfsd14b";1273,69509124073;-0,00819039644207582;0,030270173596076;0,477462249700881;0,941308220604152
"Aggf1";712,92979665931;-0,00470017269098144;0,0309717213604945;0,475909628380558;0,941308220604152
"Trio";4918,71787999077;0,00555645617280539;0,0311096764261942;0,477680312359384;0,941308220604152
"Slc48a1";629,209343107623;-0,00666031120349317;0,0308283489501089;0,476634284131548;0,941308220604152
"Rnd1";10,2844260713128;-0,00132254245606402;0,0314537643395688;0,476944432263956;0,941308220604152
"Csnk1e";5210,85151086036;-0,00822257841313633;0,0301854947469986;0,47777635781982;0,941308220604152
"Gsdmd";1776,35827317033;-0,00663601792495048;0,0307444340514104;0,477724116159361;0,941308220604152
"Tfap4";259,306893983585;-0,00503249456624615;0,0312126416921155;0,47585891682883;0,941308220604152
"Ino80c";376,742869110457;-0,00682327913461922;0,0308250038932511;0,476088993296443;0,941308220604152
"X2700062C07Rik";133,654463178877;-0,00437980934717813;0,0312815421138061;0,475344838049164;0,941308220604152
"Casp7";355,369534427021;0,00716377434346048;0,0307378925137922;0,475616503403043;0,941308220604152
"Macrod1";144,434766201897;-0,00354929880766902;0,031350094738832;0,47751707215418;0,941308220604152
"Fbxw4";1559,86654303847;0,00549221997048925;0,0311434518068632;0,477263497727672;0,941308220604152
"Bad";284,67333667139;-0,00530204954395758;0,0311547575102531;0,477498514162145;0,941308220604152
"C1qtnf12";36,0437908086731;-0,00232250645861303;0,0314206695979129;0,478058751854545;0,941355240317448
"Lamp1";21729,9363127288;0,00457333206336052;0,0305852982228591;0,47793688403605;0,941355240317448
"Appbp2";1113,04832504166;0,00568894065738792;0,0305997277804883;0,478035555024601;0,941355240317448
"Gm10575";22,1024081143333;-0,00212790072367216;0,031429385795596;0,478137093210966;0,94136269123369
"Ribc1";9,13283130633514;-0,00123134708111334;0,0314554174374471;0,478355368775277;0,941505985403118
"Dmrtb1";27,0601552581261;-0,00249827188354243;0,0314137508616978;0,478366759464414;0,941505985403118
"Mtmr10";1217,33308416124;0,00586411610861644;0,031062847156305;0,478657288159561;0,941505985403118
"Zfp958";167,570024464722;0,0039556461288303;0,0313145308893262;0,478513645363426;0,941505985403118
"Derl2";931,984405719781;-0,00522139174848925;0,0311575195101138;0,478525977143501;0,941505985403118
"Axin1";992,580672149507;-0,00620192694442871;0,0309787497102713;0,478600155509815;0,941505985403118
"Cct3";1267,19092617552;-0,00583977957118683;0,0309938306165923;0,479118055247502;0,941741601372074
"Asb10";1189,11793531203;0,00388171763629486;0,0312816892014997;0,479001481566824;0,941741601372074
"Tbcb";503,968008765874;-0,00499866696502923;0,0311882380318575;0,478992581328409;0,941741601372074
"Plekha4";48,6797177759333;-0,00252265772557627;0,0314116217659726;0,479150011659607;0,941741601372074
"Smc3";709,878241902271;0,00651448686954037;0,030872953986878;0,47899436356244;0,941741601372074
"Fam20b";1029,45296537048;0,00678146258533504;0,0308622513960779;0,479790556239551;0,941854870646235
"Snx21";101,551788118687;-0,00369049802633766;0,0313328595955318;0,480115365837695;0,941854870646235
"Dck";319,912573033719;0,00477681187602531;0,0312098056399824;0,480177396035943;0,941854870646235
"Pon3";1281,80792477029;0,00574953387056029;0,0310373645543443;0,479494744751137;0,941854870646235
"X2410002F23Rik";545,428258254955;-0,00567914837642231;0,0310717401364499;0,480007184684698;0,941854870646235
"Rps19";3996,80157093481;0,00581115371258729;0,0310506486253092;0,479892491658318;0,941854870646235
"Rhobtb1";1128,46527470038;0,00563613943605536;0,0310918812529557;0,479703632927341;0,941854870646235
"Pard6a";71,0833152983739;0,00299613195950226;0,031387715547541;0,479470878869117;0,941854870646235
"Bst2";1157,65905752236;0,00405081501708481;0,0313053281501892;0,480076890815942;0,941854870646235
"Klhdc4";482,273445698396;-0,00570066162964352;0,0310833986843648;0,479523414613372;0,941854870646235
"Rtraf";714,121387799277;0,00460111393749604;0,0312451500616894;0,479612844064581;0,941854870646235
"Pnpo";545,197705261837;-0,00563720907251783;0,031085460633433;0,479388078572257;0,941854870646235
"Mrps36";57,4895765436588;0,00226608724322269;0,0314243536652648;0,479822660508361;0,941854870646235
"X9530068E07Rik";2204,42760058527;-0,00769157387573749;0,0303970858241002;0,480451427402291;0,942245996020709
"Exosc7";275,889882339112;-0,00508472151345494;0,0311669943994217;0,480604264467742;0,942253019125731
"Ccl8";32,4776407567845;0,00231188520571026;0,031421270568794;0,480547941492478;0,942253019125731
"Gm9403";33,1521764295969;0,00252416392100092;0,0314114996704763;0,480704564375201;0,942286219309282
"Nadsyn1";242,878764577815;0,00539281374350545;0,0311118653952354;0,480770459748962;0,942286219309282
"Faap20";293,384989861034;-0,00372727023595421;0,0313265597183875;0,480846459867646;0,942288903040338
"Klhl20";525,984721343014;-0,00648578094981102;0,0308725502105088;0,481318478029444;0,94233634727861
"Ugt1a7c";696,45536163067;-0,00720698538384122;0,0307094420084635;0,481064909749788;0,94233634727861
"Yipf6";1024,66843821005;-0,00567958849069814;0,0310753769407689;0,481308669547942;0,94233634727861
"Sos2";813,365100716463;0,00622183682032054;0,0309523053645137;0,481234689025601;0,94233634727861
"Rab44";56,207004333374;-0,00155258013917019;0,031446693206335;0,481192091782791;0,94233634727861
"R3hcc1l";486,99801203682;0,00723651302987536;0,0306370274970398;0,480981479081941;0,94233634727861
"Afg3l1";841,762220346524;-0,00533183300162798;0,0311148990084584;0,481582521049173;0,942560984462387
"Hmgn3";140,721259782599;0,00333906681611299;0,0313521810639621;0,481539173743685;0,942560984462387
"Anxa4";615,314457645041;0,00420237296795811;0,0308928622266573;0,481735108799017;0,942567407980225
"Mir1938";226,130056601881;0,00378232948225163;0,0313306204385152;0,481714335249251;0,942567407980225
"Pcif1";1585,20123986573;-0,00599699118325436;0,030628384077118;0,48198849663927;0,942591359332339
"Ppp1r3f";85,917680977248;-0,00275665679336186;0,0313956421656297;0,482724806154584;0,942591359332339
"Pdlim5";695,907854199265;0,00423255618435662;0,0311213085556622;0,482149009744109;0,942591359332339
"Coq5";335,319644101948;-0,00472625219491474;0,0312091246865537;0,483016481457329;0,942591359332339
"Tpi1";4047,23111361382;0,00510177203675;0,0312475685640281;0,482918057142297;0,942591359332339
"Vamp1";741,583832328792;-0,0050323348194298;0,0311667767457544;0,482778301531203;0,942591359332339
"Cd2bp2";825,681955007333;-0,00664704059404702;0,0308056502408493;0,482654776328468;0,942591359332339
"Suox";146,913242334295;-0,00407496011734594;0,0312880416857734;0,482878097624638;0,942591359332339
"Pex7";367,263508288788;0,00611425116325893;0,0309697264073438;0,48295138847865;0,942591359332339
"Uqcc6";97,4324491223009;-0,00389436262174923;0,0313082630264814;0,482961716545164;0,942591359332339
"Gm3636";150,403664391954;0,00276505675406803;0,0314032784780434;0,482604778692285;0,942591359332339
"Gtf2a2";378,252494900216;-0,0045182744541447;0,0312395326681237;0,48222954417495;0,942591359332339
"Cggbp1";1277,53201153539;-0,00638267595239629;0,0305466364006558;0,482169138348509;0,942591359332339
"Igf2bp2";170,486798912644;0,0028059702743724;0,0313923183616671;0,482827785205931;0,942591359332339
"Ptprm";1618,88335093391;-0,00579468502737462;0,0311152420266777;0,482934483690442;0,942591359332339
"Ube2d2a";1378,55713126704;-0,00758720983532642;0,0304785150901614;0,482016005152767;0,942591359332339
"Zfp518a";756,085586155192;0,0033256614806637;0,0313616571951486;0,48298459079109;0,942591359332339
"Txndc17";272,076338498714;0,00547129906794532;0,0311232038163995;0,483197344831496;0,942798589992654
"Rgs16";342,080816040319;0,00137900692053725;0,0314514925956091;0,485693576175168;0,942912474176164
"Ptges2";198,523873109833;-0,00541727256894065;0,0310958520579402;0,484880402867133;0,942912474176164
"Ddx27";596,102289977715;-0,00621464693995723;0,0308805189921748;0,485807783553377;0,942912474176164
"Rab9";207,784316129238;0,00579850712294809;0,0310309667851164;0,484525668692983;0,942912474176164
"Smc4";271,49786194957;0,00361064607260575;0,0313374455406852;0,483523707837646;0,942912474176164
"Gng5";685,929135413477;0,00326240364169166;0,0313630060058561;0,484664536969464;0,942912474176164
"Dffa";344,363868858616;-0,00503866706802897;0,0311528918954278;0,485271391052564;0,942912474176164
"Vwa1";17,1524018400114;-0,00178482788359962;0,0314380574417346;0,48507542199024;0,942912474176164
"Slc35a1";244,502155402479;-0,00570766602039885;0,0310482739844578;0,483807011534578;0,942912474176164
"Sh3bp2";3398,56711495193;0,00578200659347839;0,0311268990271085;0,485803427497024;0,942912474176164
"Wsb2";1333,93548977635;0,00452517313104718;0,0312372557238312;0,483767179689477;0,942912474176164
"Arhgap25";3027,16888393438;-0,00821901990848013;0,0300940372930022;0,485562607547741;0,942912474176164
"Luc7l2";4645,9522939491;0,00509181478122845;0,0311879219320346;0,484202511958454;0,942912474176164
"Smpd1";865,838410725906;-0,00606637593359826;0,0309838788625946;0,485277452433447;0,942912474176164
"Timm50";397,814485059788;-0,00410424097296935;0,0309858329813449;0,485081413883589;0,942912474176164
"Proser3";176,340677448047;0,00517751892845598;0,0311539485921067;0,485829033332776;0,942912474176164
"Tmem143";259,986076637526;-0,0053693277403767;0,0310905810382279;0,485698222023032;0,942912474176164
"Trim21";404,378806890394;-0,00600665766822832;0,030964456544456;0,485098059406377;0,942912474176164
"Prdm4";532,887433902329;0,00705559275926188;0,030561610851312;0,48346485619861;0,942912474176164
"Gabarapl2";580,755434467703;-0,0061057833982181;0,0309161891568034;0,484379920532251;0,942912474176164
"Rex1bd";341,193744230027;-0,00358177437276485;0,0313307799865149;0,485535582919851;0,942912474176164
"Rcbtb1";745,615709874164;-0,00616021040519278;0,0309253058580278;0,485689717421416;0,942912474176164
"Gps1";961,87489709437;-0,00596645177731662;0,0310243163789994;0,483907477355243;0,942912474176164
"Rad51c";21,8095025933426;0,00151122030985156;0,031447795798238;0,484011126655779;0,942912474176164
"Sycp2l";24,9728764061257;0,00195786448302142;0,0314329292606338;0,484416729239928;0,942912474176164
"Fbxl21";37,0923896136318;0,00272892795952674;0,031394532810091;0,485869519799629;0,942912474176164
"Prpf39";1458,77877171153;0,0044258629083953;0,031172851872307;0,483786229270208;0,942912474176164
"Dnajb9";678,235659129641;-0,00268929326610361;0,0313968431402717;0,483979326187483;0,942912474176164
"Atp5g2";855,373381808655;0,0030752666205663;0,0313751143548544;0,485172380189565;0,942912474176164
"X1300002E11Rik";197,258292134618;0,00461341681080782;0,0312266500486762;0,484357857032931;0,942912474176164
"Tbp";431,513015793126;0,00517437788516806;0,0311221197127907;0,485279310154763;0,942912474176164
"Ilrun";2176,97085804722;0,00575394500587334;0,0310442628147195;0,483546130550602;0,942912474176164
"Arhgap12";1642,40423778609;0,00502628494396916;0,031163440466748;0,485405881189233;0,942912474176164
"Csf2ra";4882,6445286248;-0,00495229771138433;0,0313754577081456;0,484328465178622;0,942912474176164
"Psat1";3336,80140645887;0,00575086346018313;0,0312685754157761;0,485823871322762;0,942912474176164
"Galnt12";588,859856617045;-0,00493865057475393;0,0310538923097007;0,486353327513346;0,943395034216225
"Chpt1";451,038471284689;0,00317156176532133;0,0313662365059818;0,486274599940304;0,943395034216225
"Ildr1";54,7773578434848;-0,00221572913652024;0,031420129387487;0,486415211527989;0,943395034216225
"Rasgrp3";7346,56894950988;0,00648532117129682;0,0308551288753782;0,486417049956251;0,943395034216225
"Vps39";2229,81646173303;-0,00946673252591707;0,0292906252305022;0,48649928480506;0,943409609883072
"Fcho1";86,1365398966226;-0,00258985587862296;0,0314075024178285;0,486689893436515;0,943634305056733
"Hddc2";69,3496299118755;0,00297528021208093;0,031378273617476;0,486852561118204;0,943689669404587
"Igf2r";81,8244036798659;0,00333868257248463;0,031352548521993;0,486867931767898;0,943689669404587
"Krr1";435,911754340086;-0,00646230575444944;0,0308423304320171;0,487048556172396;0,943726840045145
"Pak1ip1";453,27563315907;-0,00757343663362259;0,0305312332362814;0,487111342988612;0,943726840045145
"Flywch1";472,720921157939;-0,00428889871843167;0,0312442749191314;0,487019203618343;0,943726840045145
"Tollip";1283,38073720253;-0,00634674186773887;0,0287603003986944;0,487341356141166;0,943738031079504
"Kcnq3";34,6374375789127;0,00132029122802882;0,0314520115093375;0,487311450357227;0,943738031079504
"Zfp516";1244,38728182645;0,00550437005386026;0,0310214423847051;0,487221397138293;0,943738031079504
"Idh1";586,574037137868;0,00499910310688515;0,031177455549865;0,487662475936476;0,943790122076927
"Dtymk";300,762760030618;-0,00483181975339225;0,0311792420599424;0,487701075809986;0,943790122076927
"Fbrs";2898,99216662509;-0,0074103724298848;0,0305680986731415;0,487478067141997;0,943790122076927
"Aprt";421,642529417424;-0,00370342697428982;0,0312313196418776;0,48766991182315;0,943790122076927
"Serhl";357,221899346446;-0,00410982225212499;0,0312713231040407;0,487767379666584;0,943790122076927
"Prdx5";1289,4667975607;-0,0034483722247103;0,031248464918602;0,487816754053067;0,943790122076927
"Chst10";386,923592101681;0,00405829267873962;0,0312816878076323;0,487910660701511;0,943827179717678
"Bivm";253,276714724023;-0,00455432312248703;0,0312120738293499;0,493642465424523;0,943951163560512
"Cacna1e";61,3167431239006;0,00157624132507;0,031444289066638;0,489043596871581;0,943951163560512
"Nrp2";2482,03908211111;0,00524942935433719;0,0305719085701545;0,495484151755305;0,943951163560512
"Mpzl1";25,3414495380329;0,00172468549308228;0,0314389819618355;0,489140208878048;0,943951163560512
"Cfh";14642,3850563467;0,00583453098812988;0,0310560528510868;0,489457590378003;0,943951163560512
"Stk16";640,412167373451;-0,00751306871180176;0,0304868996669653;0,491543591777895;0,943951163560512
"Gm14322";21,0686834431809;-0,00161075912959592;0,0314398238320092;0,494454541319583;0,943951163560512
"Fbh1";1592,48525781741;-0,00946204413602489;0,028974571246744;0,490865183137396;0,943951163560512
"Nr1h3";27,6855314128584;-0,00155280187156092;0,0314417444916726;0,494249740335629;0,943951163560512
"Gm14230";14,7168310642698;-0,00161765031636809;0,0314419515361449;0,489027451341227;0,943951163560512
"Acbd5";944,142694319636;0,00685901314006128;0,0309234403608717;0,488735608020717;0,943951163560512
"Trpm7";1857,81009934146;0,00612693146243994;0,0308546122481858;0,491854354112272;0,943951163560512
"Nckap1";63,4788121052157;-0,00227924922772139;0,0314092075200563;0,495273898042811;0,943951163560512
"Ubox5";157,397823982475;0,00369064415562154;0,0313159527490457;0,489762828726847;0,943951163560512
"Zbtb6";387,690249026337;-0,00392068847286548;0,0312783580186119;0,491464958728575;0,943951163560512
"Acot9";299,049879568696;0,00546040172571754;0,0310520899796452;0,49299171208305;0,943951163560512
"Clcn5";767,405116386787;0,00541156794657189;0,0309710430245842;0,496329529788556;0,943951163560512
"Sass6";234,068527435952;0,00535417108191204;0,0310293235006135;0,496165858229817;0,943951163560512
"Ccdc39";11,2244908963501;-0,00129646516729471;0,031451408253763;0,488528790775088;0,943951163560512
"Fpgt";223,479716412906;-0,00485472223336526;0,0311436341240129;0,494655485519978;0,943951163560512
"Miip";545,969292761421;-0,00628157876274336;0,03073659708334;0,489069119645797;0,943951163560512
"Ccdc28b";314,07789947531;-0,00498092001573952;0,0311223953327678;0,494527072706137;0,943951163560512
"Mecr";175,123031751428;-0,00387763675348667;0,0312789482408995;0,493963057340499;0,943951163560512
"Cc2d1b";1357,60449982525;-0,00492066315801435;0,0311485435016377;0,495675040617471;0,943951163560512
"Ptprd";63,3952564615763;-0,000623587502483734;0,0314641688288889;0,491492605033173;0,943951163560512
"Tlr12";1405,25843979401;0,00540423360523431;0,0310631042498618;0,492993613003305;0,943951163560512
"B4galt1";3838,56510567957;-0,00705457332485931;0,0304372363447367;0,495823625371895;0,943951163560512
"Enho";19,5381558220787;-0,00160291961673524;0,0314393865379998;0,495668185636596;0,943951163560512
"Tomm5";175,636720359091;0,00481801751717014;0,0311542116965845;0,488684915752978;0,943951163560512
"Crot";817,063294974967;0,00420758681930708;0,0312624026259977;0,488343678047257;0,943951163560512
"Grk4";58,4150990826952;0,00308194415847433;0,0313650150296278;0,490805813788171;0,943951163560512
"Pitpnm2";21,5956683319486;0,00195908131668771;0,0314177236465639;0,488499667742735;0,943951163560512
"Mlec";7348,1383794956;0,00770953400657064;0,0301070540163601;0,494921145931538;0,943951163560512
"Rfc5";151,556153627592;0,00392672109637748;0,0312583676583459;0,489406122878189;0,943951163560512
"Rpl9";6010,54563666164;0,00480667044363639;0,0310550679115185;0,495737067061241;0,943951163560512
"Slc5a6";207,178739073034;-0,00545226977532316;0,0310332750197058;0,493951675544289;0,943951163560512
"Rpl6";7181,23606822149;0,00489310039594148;0,0311625927157323;0,491447584568352;0,943951163560512
"Etfrf1";164,760154372633;0,00409353677068802;0,0312645551371888;0,492763535537383;0,943951163560512
"Gimap9";31,5488448176377;-0,00152387471281214;0,0314436357187537;0,492638372083016;0,943951163560512
"X1110019D14Rik";56,998804674122;0,00291427916203013;0,0313806872901538;0,488136967962141;0,943951163560512
"Eva1a";166,931663518221;-0,00297334450708217;0,0313719924376064;0,489866085686938;0,943951163560512
"Ankrd26";299,275433219928;0,00512686277564882;0,0311194968193349;0,490918678029437;0,943951163560512
"Mkrn3";10,9162211594275;0,00157571496050465;0,0314423011587602;0,492969644950821;0,943951163560512
"Garin5a";26,9646221178043;-0,00197745208285152;0,0314251188422008;0,494639513772172;0,943951163560512
"Fbl";685,358835977462;-0,00438807236119566;0,0312163723431189;0,494083307270937;0,943951163560512
"Bcl7c";293,426895484357;-0,00356350030888294;0,0313131163946532;0,494725629409867;0,943951163560512
"B430319F04Rik";9,26405757146839;-0,00119209211218431;0,0314536059001647;0,491021316317104;0,943951163560512
"Vps33b";441,319451653112;-0,0049106308888634;0,0311312447448803;0,495203605876944;0,943951163560512
"Ruvbl2";552,891882707083;-0,00564593062883218;0,0308199788930964;0,493927977534645;0,943951163560512
"Rps3";10045,1884453396;-0,00316794345611139;0,0313340075795929;0,493053849490818;0,943951163560512
"Peg3";18,0715931106032;0,00174459389442534;0,0314381370991514;0,489515071907645;0,943951163560512
"Haus5";30,8686779627472;0,00199808488201966;0,0314263381740581;0,492628605099704;0,943951163560512
"Saal1";287,198869610527;-0,00537301913387377;0,031064552769514;0,492085079077145;0,943951163560512
"Dctn5";1358,87996475518;0,00500176221541821;0,0311130554427986;0,495920485685925;0,943951163560512
"Chid1";543,747159931803;0,00594783373621342;0,0309114835080611;0,494961692809286;0,943951163560512
"Vps26a";1236,2271691433;0,00437835565355548;0,0312336047292008;0,491415423292364;0,943951163560512
"Igf1";4212,37986204406;0,00309524752126826;0,0313577062354155;0,494352866111284;0,943951163560512
"Plekhg1";19,7347787844557;0,00163039691010789;0,0314395806889547;0,495235333959016;0,943951163560512
"Aig1";608,48875046364;0,00728524232303512;0,0304867683841658;0,493397198490244;0,943951163560512
"Tbc1d9";3323,60783904727;-0,00689748391266174;0,030607044537404;0,492595212458059;0,943951163560512
"Plvap";13,7081882208866;-0,00173043653759103;0,0314361209885504;0,493452399445354;0,943951163560512
